ctry,country,year,latest_year,oecd,lac,eprc_v1,eprc_v2,eprc_v3,epr_v1,epr_v3,epc,ept_v1,ept_v3
AUS,Australia,1985,0,1,0,1.17,,,1.17,,,0.88,
AUS,Australia,1986,0,1,0,1.17,,,1.17,,,0.88,
AUS,Australia,1987,0,1,0,1.17,,,1.17,,,0.88,
AUS,Australia,1988,0,1,0,1.17,,,1.17,,,0.88,
AUS,Australia,1989,0,1,0,1.17,,,1.17,,,0.88,
AUS,Australia,1990,0,1,0,1.17,,,1.17,,,0.88,
AUS,Australia,1991,0,1,0,1.17,,,1.17,,,0.88,
AUS,Australia,1992,0,1,0,1.17,,,1.17,,,0.88,
AUS,Australia,1993,0,1,0,1.17,,,1.17,,,0.88,
AUS,Australia,1994,0,1,0,1.17,,,1.17,,,0.88,
AUS,Australia,1995,0,1,0,1.17,,,1.17,,,0.88,
AUS,Australia,1996,0,1,0,1.17,,,1.17,,,0.88,
AUS,Australia,1997,0,1,0,1.42,,,1.42,,,0.88,
AUS,Australia,1998,0,1,0,1.42,1.83,,1.42,,2.88,0.88,
AUS,Australia,1999,0,1,0,1.42,1.83,,1.42,,2.88,0.88,
AUS,Australia,2000,0,1,0,1.42,1.83,,1.42,,2.88,0.88,
AUS,Australia,2001,0,1,0,1.42,1.83,,1.42,,2.88,0.88,
AUS,Australia,2002,0,1,0,1.42,1.83,,1.42,,2.88,0.88,
AUS,Australia,2003,0,1,0,1.42,1.83,,1.42,,2.88,0.88,
AUS,Australia,2004,0,1,0,1.42,1.83,,1.42,,2.88,0.88,
AUS,Australia,2005,0,1,0,1.42,1.83,,1.42,,2.88,0.88,
AUS,Australia,2006,0,1,0,1.42,1.83,,1.42,,2.88,0.88,
AUS,Australia,2007,0,1,0,1.17,1.65,,1.17,,2.88,0.88,
AUS,Australia,2008,0,1,0,1.17,1.65,1.63,1.17,1.13,2.88,0.88,0.79
AUS,Australia,2009,0,1,0,1.17,1.65,1.63,1.17,1.13,2.88,0.88,0.79
AUS,Australia,2010,0,1,0,1.67,2.01,1.99,1.67,1.63,2.88,0.88,1.04
AUS,Australia,2011,0,1,0,1.67,2.01,1.99,1.67,1.63,2.88,0.88,1.04
AUS,Australia,2012,0,1,0,1.67,2.01,1.99,1.67,1.63,2.88,0.88,1.04
AUS,Australia,2013,1,1,0,1.67,2.01,1.94,1.67,1.57,2.88,0.88,1.04
AUT,Austria,1985,0,1,0,2.75,,,2.75,,,1.31,
AUT,Austria,1986,0,1,0,2.75,,,2.75,,,1.31,
AUT,Austria,1987,0,1,0,2.75,,,2.75,,,1.31,
AUT,Austria,1988,0,1,0,2.75,,,2.75,,,1.31,
AUT,Austria,1989,0,1,0,2.75,,,2.75,,,1.31,
AUT,Austria,1990,0,1,0,2.75,,,2.75,,,1.31,
AUT,Austria,1991,0,1,0,2.75,,,2.75,,,1.31,
AUT,Austria,1992,0,1,0,2.75,,,2.75,,,1.31,
AUT,Austria,1993,0,1,0,2.75,,,2.75,,,1.31,
AUT,Austria,1994,0,1,0,2.75,,,2.75,,,1.31,
AUT,Austria,1995,0,1,0,2.75,,,2.75,,,1.31,
AUT,Austria,1996,0,1,0,2.75,,,2.75,,,1.31,
AUT,Austria,1997,0,1,0,2.75,,,2.75,,,1.31,
AUT,Austria,1998,0,1,0,2.75,2.89,,2.75,,3.25,1.31,
AUT,Austria,1999,0,1,0,2.75,2.89,,2.75,,3.25,1.31,
AUT,Austria,2000,0,1,0,2.75,2.89,,2.75,,3.25,1.31,
AUT,Austria,2001,0,1,0,2.75,2.89,,2.75,,3.25,1.31,
AUT,Austria,2002,0,1,0,2.75,2.89,,2.75,,3.25,1.31,
AUT,Austria,2003,0,1,0,2.37,2.62,,2.37,,3.25,1.31,
AUT,Austria,2004,0,1,0,2.37,2.62,,2.37,,3.25,1.31,
AUT,Austria,2005,0,1,0,2.37,2.62,,2.37,,3.25,1.31,
AUT,Austria,2006,0,1,0,2.37,2.62,,2.37,,3.25,1.31,
AUT,Austria,2007,0,1,0,2.37,2.62,,2.37,,3.25,1.31,
AUT,Austria,2008,0,1,0,2.37,2.62,2.44,2.37,2.12,3.25,1.31,2.17
AUT,Austria,2009,0,1,0,2.37,2.62,2.44,2.37,2.12,3.25,1.31,2.17
AUT,Austria,2010,0,1,0,2.37,2.62,2.44,2.37,2.12,3.25,1.31,2.17
AUT,Austria,2011,0,1,0,2.37,2.62,2.44,2.37,2.12,3.25,1.31,2.17
AUT,Austria,2012,0,1,0,2.37,2.62,2.44,2.37,2.12,3.25,1.31,2.17
AUT,Austria,2013,1,1,0,2.37,2.62,2.44,2.37,2.12,3.25,1.31,2.17
BEL,Belgium,1985,0,1,0,1.85,,,1.85,,,4.63,
BEL,Belgium,1986,0,1,0,1.85,,,1.85,,,4.63,
BEL,Belgium,1987,0,1,0,1.85,,,1.85,,,4.63,
BEL,Belgium,1988,0,1,0,1.85,,,1.85,,,4.63,
BEL,Belgium,1989,0,1,0,1.85,,,1.85,,,4.63,
BEL,Belgium,1990,0,1,0,1.85,,,1.85,,,4.63,
BEL,Belgium,1991,0,1,0,1.85,,,1.85,,,4.63,
BEL,Belgium,1992,0,1,0,1.85,,,1.85,,,4.63,
BEL,Belgium,1993,0,1,0,1.85,,,1.85,,,4.63,
BEL,Belgium,1994,0,1,0,1.85,,,1.85,,,4.63,
BEL,Belgium,1995,0,1,0,1.85,,,1.85,,,4.63,
BEL,Belgium,1996,0,1,0,1.85,,,1.85,,,4.63,
BEL,Belgium,1997,0,1,0,1.85,,,1.85,,,4.63,
BEL,Belgium,1998,0,1,0,1.85,2.78,,1.85,,5.13,2.38,
BEL,Belgium,1999,0,1,0,1.85,2.78,,1.85,,5.13,2.38,
BEL,Belgium,2000,0,1,0,1.85,2.78,,1.85,,5.13,2.38,
BEL,Belgium,2001,0,1,0,1.89,2.82,,1.89,,5.13,2.38,
BEL,Belgium,2002,0,1,0,1.89,2.82,,1.89,,5.13,2.38,
BEL,Belgium,2003,0,1,0,1.89,2.82,,1.89,,5.13,2.38,
BEL,Belgium,2004,0,1,0,1.89,2.82,,1.89,,5.13,2.38,
BEL,Belgium,2005,0,1,0,1.89,2.82,,1.89,,5.13,2.38,
BEL,Belgium,2006,0,1,0,1.89,2.82,,1.89,,5.13,2.38,
BEL,Belgium,2007,0,1,0,1.89,2.82,,1.89,,5.13,2.38,
BEL,Belgium,2008,0,1,0,1.89,2.82,2.99,1.89,2.14,5.13,2.38,2.42
BEL,Belgium,2009,0,1,0,1.89,2.82,2.99,1.89,2.14,5.13,2.38,2.42
BEL,Belgium,2010,0,1,0,2.08,2.95,3.13,2.08,2.33,5.13,2.38,2.42
BEL,Belgium,2011,0,1,0,2.08,2.95,3.13,2.08,2.33,5.13,2.38,2.42
BEL,Belgium,2012,0,1,0,1.89,2.82,2.99,1.89,2.14,5.13,2.38,2.42
BEL,Belgium,2013,1,1,0,1.89,2.82,2.99,1.89,2.14,5.13,2.38,2.42
CAN,Canada,1985,0,1,0,0.92,,,0.92,,,0.25,
CAN,Canada,1986,0,1,0,0.92,,,0.92,,,0.25,
CAN,Canada,1987,0,1,0,0.92,,,0.92,,,0.25,
CAN,Canada,1988,0,1,0,0.92,,,0.92,,,0.25,
CAN,Canada,1989,0,1,0,0.92,,,0.92,,,0.25,
CAN,Canada,1990,0,1,0,0.92,,,0.92,,,0.25,
CAN,Canada,1991,0,1,0,0.92,,,0.92,,,0.25,
CAN,Canada,1992,0,1,0,0.92,,,0.92,,,0.25,
CAN,Canada,1993,0,1,0,0.92,,,0.92,,,0.25,
CAN,Canada,1994,0,1,0,0.92,,,0.92,,,0.25,
CAN,Canada,1995,0,1,0,0.92,,,0.92,,,0.25,
CAN,Canada,1996,0,1,0,0.92,,,0.92,,,0.25,
CAN,Canada,1997,0,1,0,0.92,,,0.92,,,0.25,
CAN,Canada,1998,0,1,0,0.92,1.51,,0.92,,2.97,0.25,
CAN,Canada,1999,0,1,0,0.92,1.51,,0.92,,2.97,0.25,
CAN,Canada,2000,0,1,0,0.92,1.51,,0.92,,2.97,0.25,
CAN,Canada,2001,0,1,0,0.92,1.51,,0.92,,2.97,0.25,
CAN,Canada,2002,0,1,0,0.92,1.51,,0.92,,2.97,0.25,
CAN,Canada,2003,0,1,0,0.92,1.51,,0.92,,2.97,0.25,
CAN,Canada,2004,0,1,0,0.92,1.51,,0.92,,2.97,0.25,
CAN,Canada,2005,0,1,0,0.92,1.51,,0.92,,2.97,0.25,
CAN,Canada,2006,0,1,0,0.92,1.51,,0.92,,2.97,0.25,
CAN,Canada,2007,0,1,0,0.92,1.51,,0.92,,2.97,0.25,
CAN,Canada,2008,0,1,0,0.92,1.51,1.51,0.92,0.92,2.97,0.25,0.21
CAN,Canada,2009,0,1,0,0.92,1.51,1.51,0.92,0.92,2.97,0.25,0.21
CAN,Canada,2010,0,1,0,0.92,1.51,1.51,0.92,0.92,2.97,0.25,0.21
CAN,Canada,2011,0,1,0,0.92,1.51,1.51,0.92,0.92,2.97,0.25,0.21
CAN,Canada,2012,0,1,0,0.92,1.51,1.51,0.92,0.92,2.97,0.25,0.21
CAN,Canada,2013,1,1,0,0.92,1.51,1.51,0.92,0.92,2.97,0.25,0.21
CHL,Chile,2008,0,1,1,2.63,1.88,1.80,2.63,2.53,0.00,3.00,2.42
CHL,Chile,2009,0,1,1,2.63,1.88,1.80,2.63,2.53,0.00,3.00,2.42
CHL,Chile,2010,0,1,1,2.63,1.88,1.80,2.63,2.53,0.00,3.00,2.42
CHL,Chile,2011,0,1,1,2.63,1.88,1.80,2.63,2.53,0.00,3.00,2.42
CHL,Chile,2012,0,1,1,2.63,1.88,1.80,2.63,2.53,0.00,3.00,2.42
CHL,Chile,2013,1,1,1,2.63,1.88,1.80,2.63,2.53,0.00,3.00,2.42
CZE,Czech Republic,1993,0,1,0,3.31,,,3.31,,,0.50,
CZE,Czech Republic,1994,0,1,0,3.31,,,3.31,,,0.50,
CZE,Czech Republic,1995,0,1,0,3.31,,,3.31,,,0.50,
CZE,Czech Republic,1996,0,1,0,3.31,,,3.31,,,0.50,
CZE,Czech Republic,1997,0,1,0,3.31,,,3.31,,,0.50,
CZE,Czech Republic,1998,0,1,0,3.31,2.97,,3.31,,2.13,0.50,
CZE,Czech Republic,1999,0,1,0,3.31,2.97,,3.31,,2.13,0.50,
CZE,Czech Republic,2000,0,1,0,3.31,2.97,,3.31,,2.13,0.50,
CZE,Czech Republic,2001,0,1,0,3.31,2.97,,3.31,,2.13,0.50,
CZE,Czech Republic,2002,0,1,0,3.31,2.97,,3.31,,2.13,0.50,
CZE,Czech Republic,2003,0,1,0,3.31,2.97,,3.31,,2.13,0.50,
CZE,Czech Republic,2004,0,1,0,3.31,2.97,,3.31,,2.13,0.50,
CZE,Czech Republic,2005,0,1,0,3.31,2.97,,3.31,,2.13,1.13,
CZE,Czech Republic,2006,0,1,0,3.31,2.97,,3.31,,2.13,1.13,
CZE,Czech Republic,2007,0,1,0,3.05,2.79,,3.05,,2.13,1.13,
CZE,Czech Republic,2008,0,1,0,3.05,2.79,2.75,3.05,3.00,2.13,1.13,1.88
CZE,Czech Republic,2009,0,1,0,3.05,2.79,2.75,3.05,3.00,2.13,1.13,1.88
CZE,Czech Republic,2010,0,1,0,3.05,2.79,2.75,3.05,3.00,2.13,1.31,2.00
CZE,Czech Republic,2011,0,1,0,3.05,2.79,2.75,3.05,3.00,2.13,1.31,2.00
CZE,Czech Republic,2012,0,1,0,2.92,2.70,2.66,2.92,2.87,2.13,1.44,2.13
CZE,Czech Republic,2013,1,1,0,2.92,2.70,2.66,2.92,2.87,2.13,1.44,2.13
DNK,Denmark,1985,0,1,0,2.18,,,2.18,,,3.13,
DNK,Denmark,1986,0,1,0,2.18,,,2.18,,,3.13,
DNK,Denmark,1987,0,1,0,2.18,,,2.18,,,3.13,
DNK,Denmark,1988,0,1,0,2.18,,,2.18,,,3.13,
DNK,Denmark,1989,0,1,0,2.18,,,2.18,,,3.13,
DNK,Denmark,1990,0,1,0,2.18,,,2.18,,,3.13,
DNK,Denmark,1991,0,1,0,2.18,,,2.18,,,1.38,
DNK,Denmark,1992,0,1,0,2.18,,,2.18,,,1.38,
DNK,Denmark,1993,0,1,0,2.18,,,2.18,,,1.38,
DNK,Denmark,1994,0,1,0,2.18,,,2.18,,,1.38,
DNK,Denmark,1995,0,1,0,2.13,,,2.13,,,1.38,
DNK,Denmark,1996,0,1,0,2.13,,,2.13,,,1.38,
DNK,Denmark,1997,0,1,0,2.13,,,2.13,,,1.38,
DNK,Denmark,1998,0,1,0,2.13,2.56,,2.13,,3.63,1.38,
DNK,Denmark,1999,0,1,0,2.13,2.56,,2.13,,3.63,1.38,
DNK,Denmark,2000,0,1,0,2.13,2.56,,2.13,,3.63,1.38,
DNK,Denmark,2001,0,1,0,2.13,2.56,,2.13,,3.63,1.38,
DNK,Denmark,2002,0,1,0,2.13,2.56,,2.13,,3.63,1.38,
DNK,Denmark,2003,0,1,0,2.13,2.56,,2.13,,3.63,1.38,
DNK,Denmark,2004,0,1,0,2.13,2.56,,2.13,,3.63,1.38,
DNK,Denmark,2005,0,1,0,2.13,2.56,,2.13,,3.63,1.38,
DNK,Denmark,2006,0,1,0,2.13,2.35,,2.13,,2.88,1.38,
DNK,Denmark,2007,0,1,0,2.13,2.35,,2.13,,2.88,1.38,
DNK,Denmark,2008,0,1,0,2.13,2.35,2.27,2.13,2.03,2.88,1.38,1.79
DNK,Denmark,2009,0,1,0,2.13,2.35,2.27,2.13,2.03,2.88,1.38,1.79
DNK,Denmark,2010,0,1,0,2.13,2.35,2.27,2.13,2.03,2.88,1.38,1.79
DNK,Denmark,2011,0,1,0,2.20,2.39,2.32,2.20,2.10,2.88,1.38,1.79
DNK,Denmark,2012,0,1,0,2.20,2.39,2.32,2.20,2.10,2.88,1.38,1.79
DNK,Denmark,2013,1,1,0,2.20,2.39,2.32,2.20,2.10,2.88,1.38,1.79
EST,Estonia,2008,0,1,0,2.74,2.46,2.33,2.74,2.56,1.75,1.88,2.29
EST,Estonia,2009,0,1,0,2.74,2.46,2.33,2.74,2.56,1.75,1.88,2.29
EST,Estonia,2010,0,1,0,1.81,2.11,2.07,1.81,1.74,2.88,1.88,2.29
EST,Estonia,2011,0,1,0,1.81,2.11,2.07,1.81,1.74,2.88,1.88,2.29
EST,Estonia,2012,0,1,0,1.81,2.11,2.07,1.81,1.74,2.88,1.88,2.29
EST,Estonia,2013,1,1,0,1.81,2.11,2.07,1.81,1.74,2.88,3.00,3.04
FIN,Finland,1985,0,1,0,2.79,,,2.79,,,1.25,
FIN,Finland,1986,0,1,0,2.79,,,2.79,,,1.25,
FIN,Finland,1987,0,1,0,2.79,,,2.79,,,1.25,
FIN,Finland,1988,0,1,0,2.79,,,2.79,,,1.25,
FIN,Finland,1989,0,1,0,2.79,,,2.79,,,1.25,
FIN,Finland,1990,0,1,0,2.79,,,2.79,,,1.25,
FIN,Finland,1991,0,1,0,2.79,,,2.79,,,1.25,
FIN,Finland,1992,0,1,0,2.45,,,2.45,,,1.25,
FIN,Finland,1993,0,1,0,2.45,,,2.45,,,1.25,
FIN,Finland,1994,0,1,0,2.45,,,2.45,,,1.25,
FIN,Finland,1995,0,1,0,2.45,,,2.45,,,1.25,
FIN,Finland,1996,0,1,0,2.45,,,2.45,,,1.25,
FIN,Finland,1997,0,1,0,2.31,,,2.31,,,1.25,
FIN,Finland,1998,0,1,0,2.31,2.19,,2.31,,1.88,1.56,
FIN,Finland,1999,0,1,0,2.31,2.19,,2.31,,1.88,1.56,
FIN,Finland,2000,0,1,0,2.31,2.19,,2.31,,1.88,1.56,
FIN,Finland,2001,0,1,0,2.31,2.19,,2.31,,1.88,1.56,
FIN,Finland,2002,0,1,0,2.17,2.08,,2.17,,1.88,1.56,
FIN,Finland,2003,0,1,0,2.17,2.08,,2.17,,1.88,1.56,
FIN,Finland,2004,0,1,0,2.17,2.08,,2.17,,1.88,1.56,
FIN,Finland,2005,0,1,0,2.17,2.08,,2.17,,1.88,1.56,
FIN,Finland,2006,0,1,0,2.17,2.08,,2.17,,1.88,1.56,
FIN,Finland,2007,0,1,0,2.17,2.08,,2.17,,1.88,1.56,
FIN,Finland,2008,0,1,0,2.17,2.01,2.17,2.17,2.38,1.63,1.56,1.88
FIN,Finland,2009,0,1,0,2.17,2.01,2.17,2.17,2.38,1.63,1.56,1.88
FIN,Finland,2010,0,1,0,2.17,2.01,2.17,2.17,2.38,1.63,1.56,1.88
FIN,Finland,2011,0,1,0,2.17,2.01,2.17,2.17,2.38,1.63,1.56,1.88
FIN,Finland,2012,0,1,0,2.17,2.01,2.17,2.17,2.38,1.63,1.56,1.88
FIN,Finland,2013,1,1,0,2.17,2.01,2.17,2.17,2.38,1.63,1.56,1.88
FRA,France,1985,0,1,0,2.59,,,2.59,,,3.06,
FRA,France,1986,0,1,0,2.59,,,2.59,,,3.06,
FRA,France,1987,0,1,0,2.34,,,2.34,,,3.06,
FRA,France,1988,0,1,0,2.34,,,2.34,,,3.06,
FRA,France,1989,0,1,0,2.34,,,2.34,,,3.06,
FRA,France,1990,0,1,0,2.34,,,2.34,,,3.06,
FRA,France,1991,0,1,0,2.34,,,2.34,,,3.63,
FRA,France,1992,0,1,0,2.34,,,2.34,,,3.63,
FRA,France,1993,0,1,0,2.34,,,2.34,,,3.63,
FRA,France,1994,0,1,0,2.34,,,2.34,,,3.63,
FRA,France,1995,0,1,0,2.34,,,2.34,,,3.63,
FRA,France,1996,0,1,0,2.34,,,2.34,,,3.63,
FRA,France,1997,0,1,0,2.34,,,2.34,,,3.63,
FRA,France,1998,0,1,0,2.34,2.64,,2.34,,3.38,3.63,
FRA,France,1999,0,1,0,2.34,2.64,,2.34,,3.38,3.63,
FRA,France,2000,0,1,0,2.34,2.64,,2.34,,3.38,3.63,
FRA,France,2001,0,1,0,2.34,2.64,,2.34,,3.38,3.63,
FRA,France,2002,0,1,0,2.34,2.64,,2.34,,3.38,3.63,
FRA,France,2003,0,1,0,2.47,2.73,,2.47,,3.38,3.63,
FRA,France,2004,0,1,0,2.47,2.73,,2.47,,3.38,3.63,
FRA,France,2005,0,1,0,2.47,2.73,,2.47,,3.38,3.63,
FRA,France,2006,0,1,0,2.47,2.73,,2.47,,3.38,3.63,
FRA,France,2007,0,1,0,2.47,2.73,,2.47,,3.38,3.63,
FRA,France,2008,0,1,0,2.47,2.73,2.87,2.47,2.67,3.38,3.63,3.75
FRA,France,2009,0,1,0,2.38,2.67,2.82,2.38,2.60,3.38,3.63,3.75
FRA,France,2010,0,1,0,2.38,2.67,2.82,2.38,2.60,3.38,3.63,3.75
FRA,France,2011,0,1,0,2.38,2.67,2.82,2.38,2.60,3.38,3.63,3.75
FRA,France,2012,0,1,0,2.38,2.67,2.82,2.38,2.60,3.38,3.63,3.75
FRA,France,2013,1,1,0,2.38,2.67,2.82,2.38,2.60,3.38,3.63,3.75
DEU,Germany,1985,0,1,0,2.58,,,2.58,,,5.00,
DEU,Germany,1986,0,1,0,2.58,,,2.58,,,3.25,
DEU,Germany,1987,0,1,0,2.58,,,2.58,,,3.25,
DEU,Germany,1988,0,1,0,2.58,,,2.58,,,3.25,
DEU,Germany,1989,0,1,0,2.58,,,2.58,,,3.25,
DEU,Germany,1990,0,1,0,2.58,,,2.58,,,3.25,
DEU,Germany,1991,0,1,0,2.58,,,2.58,,,3.25,
DEU,Germany,1992,0,1,0,2.58,,,2.58,,,3.25,
DEU,Germany,1993,0,1,0,2.58,,,2.58,,,3.25,
DEU,Germany,1994,0,1,0,2.68,,,2.68,,,3.25,
DEU,Germany,1995,0,1,0,2.68,,,2.68,,,3.13,
DEU,Germany,1996,0,1,0,2.68,,,2.68,,,3.13,
DEU,Germany,1997,0,1,0,2.68,,,2.68,,,2.50,
DEU,Germany,1998,0,1,0,2.68,2.95,,2.68,,3.63,2.00,
DEU,Germany,1999,0,1,0,2.68,2.95,,2.68,,3.63,2.00,
DEU,Germany,2000,0,1,0,2.68,2.95,,2.68,,3.63,2.00,
DEU,Germany,2001,0,1,0,2.68,2.95,,2.68,,3.63,2.00,
DEU,Germany,2002,0,1,0,2.68,2.95,,2.68,,3.63,2.00,
DEU,Germany,2003,0,1,0,2.68,2.95,,2.68,,3.63,1.50,
DEU,Germany,2004,0,1,0,2.68,2.95,,2.68,,3.63,1.00,
DEU,Germany,2005,0,1,0,2.68,2.95,,2.68,,3.63,1.00,
DEU,Germany,2006,0,1,0,2.68,2.95,,2.68,,3.63,1.00,
DEU,Germany,2007,0,1,0,2.68,2.95,,2.68,,3.63,1.00,
DEU,Germany,2008,0,1,0,2.68,2.95,2.84,2.68,2.53,3.63,1.00,1.54
DEU,Germany,2009,0,1,0,2.68,2.95,2.84,2.68,2.53,3.63,1.00,1.54
DEU,Germany,2010,0,1,0,2.68,2.95,2.84,2.68,2.53,3.63,1.00,1.54
DEU,Germany,2011,0,1,0,2.68,2.95,2.84,2.68,2.53,3.63,1.00,1.54
DEU,Germany,2012,0,1,0,2.68,2.95,2.84,2.68,2.53,3.63,1.00,1.54
DEU,Germany,2013,1,1,0,2.68,2.95,2.84,2.68,2.53,3.63,1.13,1.75
GRC,Greece,1985,0,1,0,2.85,,,2.85,,,4.75,
GRC,Greece,1986,0,1,0,2.85,,,2.85,,,4.75,
GRC,Greece,1987,0,1,0,2.85,,,2.85,,,4.75,
GRC,Greece,1988,0,1,0,2.85,,,2.85,,,4.75,
GRC,Greece,1989,0,1,0,2.85,,,2.85,,,4.75,
GRC,Greece,1990,0,1,0,2.80,,,2.80,,,4.75,
GRC,Greece,1991,0,1,0,2.80,,,2.80,,,4.75,
GRC,Greece,1992,0,1,0,2.80,,,2.80,,,4.75,
GRC,Greece,1993,0,1,0,2.80,,,2.80,,,4.75,
GRC,Greece,1994,0,1,0,2.80,,,2.80,,,4.75,
GRC,Greece,1995,0,1,0,2.80,,,2.80,,,4.75,
GRC,Greece,1996,0,1,0,2.80,,,2.80,,,4.75,
GRC,Greece,1997,0,1,0,2.80,,,2.80,,,4.75,
GRC,Greece,1998,0,1,0,2.80,2.93,,2.80,,3.25,4.75,
GRC,Greece,1999,0,1,0,2.80,2.93,,2.80,,3.25,4.75,
GRC,Greece,2000,0,1,0,2.80,2.93,,2.80,,3.25,4.75,
GRC,Greece,2001,0,1,0,2.80,2.93,,2.80,,3.25,4.75,
GRC,Greece,2002,0,1,0,2.80,2.93,,2.80,,3.25,4.75,
GRC,Greece,2003,0,1,0,2.80,2.93,,2.80,,3.25,4.75,
GRC,Greece,2004,0,1,0,2.80,2.93,,2.80,,3.25,2.75,
GRC,Greece,2005,0,1,0,2.80,2.93,,2.80,,3.25,2.75,
GRC,Greece,2006,0,1,0,2.80,2.93,,2.80,,3.25,2.75,
GRC,Greece,2007,0,1,0,2.80,2.93,,2.80,,3.25,2.75,
GRC,Greece,2008,0,1,0,2.80,2.93,2.85,2.80,2.69,3.25,2.75,3.17
GRC,Greece,2009,0,1,0,2.80,2.93,2.85,2.80,2.69,3.25,2.75,3.17
GRC,Greece,2010,0,1,0,2.80,2.93,2.85,2.80,2.69,3.25,2.75,3.17
GRC,Greece,2011,0,1,0,2.17,2.48,2.44,2.17,2.12,3.25,2.50,3.25
GRC,Greece,2012,0,1,0,2.17,2.48,2.44,2.17,2.12,3.25,2.25,2.92
GRC,Greece,2013,1,1,0,2.12,2.44,2.41,2.12,2.07,3.25,2.25,2.92
HUN,Hungary,1990,0,1,0,2.00,,,2.00,,,0.63,
HUN,Hungary,1991,0,1,0,2.00,,,2.00,,,0.63,
HUN,Hungary,1992,0,1,0,2.00,,,2.00,,,0.63,
HUN,Hungary,1993,0,1,0,2.00,,,2.00,,,0.63,
HUN,Hungary,1994,0,1,0,2.00,,,2.00,,,0.63,
HUN,Hungary,1995,0,1,0,2.00,,,2.00,,,0.63,
HUN,Hungary,1996,0,1,0,2.00,,,2.00,,,0.63,
HUN,Hungary,1997,0,1,0,2.00,,,2.00,,,0.63,
HUN,Hungary,1998,0,1,0,2.00,2.40,,2.00,,3.38,0.63,
HUN,Hungary,1999,0,1,0,2.00,2.40,,2.00,,3.38,0.63,
HUN,Hungary,2000,0,1,0,2.00,2.40,,2.00,,3.38,0.63,
HUN,Hungary,2001,0,1,0,2.00,2.40,,2.00,,3.38,0.63,
